year;N_Community;date.x;date_decl;syndrome
2008;1254;2008-01-07;07.01.2008;1
2011;569;2011-01-08;08.01.2011;1
2011;420;2011-04-18;18.04.2011;1
2010;1526;2010-01-17;17.01.2010;1
2007;1222;2007-05-10;10.05.2007;1
2013;409;2013-12-12;12.12.2013;1
2007;1038;2007-06-03;03.06.2007;1
2007;1129;2007-08-13;13.08.2007;1
2012;1107;2012-03-13;13.03.2012;1
2007;1380;2007-03-23;23.03.2007;1
2012;1513;2012-02-26;26.02.2012;1
2007;1387;2007-08-11;11.08.2007;1
2008;1047;2008-04-13;13.04.2008;1
2012;372;2012-08-04;04.08.2012;1
2007;252;2007-01-15;15.01.2007;1
2007;183;2007-03-09;09.03.2007;1
2012;1003;2012-04-09;09.04.2012;1
2010;684;2010-05-16;16.05.2010;1
2011;1528;2011-05-19;19.05.2011;1
2010;1293;2010-05-25;25.05.2010;1
2013;1088;2013-08-10;10.08.2013;1
2006;1288;2006-04-21;21.04.2006;1
2009;1301;2009-11-06;06.11.2009;1
2008;867;2008-06-13;13.06.2008;1
2011;654;2011-09-09;09.09.2011;1
2012;1035;2012-07-09;09.07.2012;1
2006;616;2006-05-08;08.05.2006;1
2007;1645;2007-05-20;20.05.2007;1
2013;1014;2013-09-25;25.09.2013;1
2007;448;2007-09-28;28.09.2007;1
2008;909;2008-06-17;17.06.2008;1
2009;1034;2009-01-03;03.01.2009;1
2012;1267;2012-12-16;16.12.2012;1
2008;163;2008-08-18;18.08.2008;1
2007;358;2007-05-22;22.05.2007;1
2012;1442;2012-03-27;27.03.2012;1
2010;1035;2010-08-24;24.08.2010;1
2009;1557;2009-03-27;27.03.2009;1
2009;1145;2009-06-07;07.06.2009;1
2012;968;2012-05-21;21.05.2012;1
2012;1348;2012-02-02;02.02.2012;1
2012;1137;2012-11-04;04.11.2012;1
2013;204;2013-06-17;17.06.2013;1
2010;253;2010-03-20;20.03.2010;1
2013;138;2013-02-25;25.02.2013;1
2011;668;2011-08-22;22.08.2011;1
2007;1394;2007-09-04;04.09.2007;1
2011;1346;2011-06-13;13.06.2011;1
2009;581;2009-12-12;12.12.2009;1
2012;1011;2012-04-07;07.04.2012;1
2009;153;2009-08-03;03.08.2009;1
2007;335;2007-12-15;15.12.2007;1
2013;1495;2013-01-29;29.01.2013;1
2007;448;2007-06-25;25.06.2007;1
2013;1068;2013-03-24;24.03.2013;1
2011;205;2011-05-29;29.05.2011;1
2008;448;2008-05-10;10.05.2008;1
2012;107;2012-11-16;16.11.2012;1
2009;964;2009-06-20;20.06.2009;1
2006;1099;2006-04-09;09.04.2006;1
2013;1194;2013-05-20;20.05.2013;1
2008;473;2008-04-29;29.04.2008;1
2007;663;2007-06-23;23.06.2007;1
2010;1214;2010-10-04;04.10.2010;1
2011;7;2011-02-06;06.02.2011;1
2012;19;2012-04-03;03.04.2012;1
2008;1029;2008-10-06;06.10.2008;1
2012;1125;2012-06-17;17.06.2012;1
2008;794;2008-12-31;31.12.2008;1
2008;195;2008-10-18;18.10.2008;1
2006;915;2006-05-28;28.05.2006;1
2010;120;2010-12-24;24.12.2010;1
2009;1065;2009-02-10;10.02.2009;1
2010;1142;2010-12-21;21.12.2010;1
2009;738;2009-08-25;25.08.2009;1
2008;635;2008-02-02;02.02.2008;1
2009;1259;2009-11-23;23.11.2009;1
2007;1133;2007-06-22;22.06.2007;1
2007;419;2007-03-25;25.03.2007;1
2007;429;2007-03-17;17.03.2007;1
2011;284;2011-07-21;21.07.2011;1
2008;175;2008-06-28;28.06.2008;1
2006;383;2006-02-10;10.02.2006;1
2009;1509;2009-06-08;08.06.2009;1
2006;695;2006-05-10;10.05.2006;1
2008;413;2008-01-05;05.01.2008;1
2010;1219;2010-03-15;15.03.2010;1
2009;781;2009-04-21;21.04.2009;1
2007;253;2007-08-10;10.08.2007;1
2013;1215;2013-05-30;30.05.2013;1
2009;297;2009-12-31;31.12.2009;1
2012;501;2012-02-08;08.02.2012;1
2013;34;2013-07-12;12.07.2013;1
2009;553;2009-05-05;05.05.2009;1
2008;1217;2008-03-07;07.03.2008;1
2009;1243;2009-01-17;17.01.2009;1
2009;118;2009-10-01;01.10.2009;1
2008;480;2008-09-08;08.09.2008;1
2008;996;2008-04-27;27.04.2008;1
2007;789;2007-02-03;03.02.2007;1
2011;459;2011-06-19;19.06.2011;1
2006;1126;2006-08-15;15.08.2006;1
2008;191;2008-10-04;04.10.2008;1
2006;1302;2006-10-01;01.10.2006;1
2012;672;2012-08-23;23.08.2012;1
2008;1542;2008-06-03;03.06.2008;1
2008;613;2008-03-25;25.03.2008;1
2009;1350;2009-02-04;04.02.2009;1
2012;947;2012-04-06;06.04.2012;1
2013;1559;2013-01-06;06.01.2013;1
2008;195;2008-05-07;07.05.2008;1
2009;599;2009-08-04;04.08.2009;1
2012;1160;2012-07-08;08.07.2012;1
2010;22;2010-02-08;08.02.2010;1
2012;1526;2012-11-15;15.11.2012;1
2013;1339;2013-03-11;11.03.2013;1
2006;343;2006-11-22;22.11.2006;1
2011;1292;2011-06-21;21.06.2011;1
2011;1262;2011-06-30;30.06.2011;1
2007;925;2007-04-28;28.04.2007;1
2012;388;2012-07-22;22.07.2012;1
2011;1362;2011-02-03;03.02.2011;1
2006;1258;2006-03-14;14.03.2006;1
2012;1402;2012-09-08;08.09.2012;1
2008;724;2008-07-11;11.07.2008;1
2009;1064;2009-01-23;23.01.2009;1
2013;570;2013-01-21;21.01.2013;1
2007;1387;2007-01-27;27.01.2007;1
2013;300;2013-07-01;01.07.2013;1
2011;672;2011-10-23;23.10.2011;1
2006;1113;2006-09-09;09.09.2006;1
2011;1631;2011-09-18;18.09.2011;1
2008;1410;2008-03-07;07.03.2008;1
2007;1408;2007-10-30;30.10.2007;1
2010;1625;2010-11-05;05.11.2010;1
2008;1005;2008-09-22;22.09.2008;1
2008;705;2008-02-12;12.02.2008;1
2010;832;2010-04-25;25.04.2010;1
2010;1218;2010-07-13;13.07.2010;1
2011;1095;2011-08-04;04.08.2011;1
2013;1485;2013-10-12;12.10.2013;1
2012;1059;2012-08-02;02.08.2012;1
2006;297;2006-09-14;14.09.2006;1
2007;43;2007-11-28;28.11.2007;1
2011;1195;2011-02-24;24.02.2011;1
2008;758;2008-02-26;26.02.2008;1
2006;1644;2006-08-17;17.08.2006;1
2009;218;2009-04-03;03.04.2009;1
2008;718;2008-02-24;24.02.2008;1
2012;654;2012-12-03;03.12.2012;1
2011;449;2011-08-15;15.08.2011;1
2011;87;2011-12-08;08.12.2011;1
2012;335;2012-05-06;06.05.2012;1
2009;1098;2009-02-05;05.02.2009;1
2008;1271;2008-10-11;11.10.2008;1
2006;857;2006-11-19;19.11.2006;1
2013;152;2013-07-16;16.07.2013;1
2009;1663;2009-03-18;18.03.2009;1
2008;412;2008-03-04;04.03.2008;1
2011;1513;2011-03-28;28.03.2011;1
2006;872;2006-08-15;15.08.2006;1
2007;221;2007-11-17;17.11.2007;1
2013;1144;2013-06-11;11.06.2013;1
2013;991;2013-10-21;21.10.2013;1
2011;980;2011-11-09;09.11.2011;1
2008;947;2008-04-13;13.04.2008;1
2013;258;2013-12-10;10.12.2013;1
2008;758;2008-10-22;22.10.2008;1
2006;1085;2006-12-28;28.12.2006;1
2008;709;2008-03-10;10.03.2008;1
2006;456;2006-03-10;10.03.2006;1
2008;136;2008-06-07;07.06.2008;1
2010;56;2010-02-21;21.02.2010;1
2012;1605;2012-01-30;30.01.2012;1
2013;1388;2013-03-26;26.03.2013;1
2009;1382;2009-03-11;11.03.2009;1
2008;736;2008-07-20;20.07.2008;1
2011;1067;2011-04-24;24.04.2011;1
2006;1249;2006-08-04;04.08.2006;1
2011;1356;2011-03-04;04.03.2011;1
2010;617;2010-08-03;03.08.2010;1
2006;1335;2006-10-07;07.10.2006;1
2008;129;2008-06-13;13.06.2008;1
2012;439;2012-09-02;02.09.2012;1
2010;895;2010-06-19;19.06.2010;1
2009;705;2009-11-10;10.11.2009;1
2013;933;2013-11-20;20.11.2013;1
2010;852;2010-07-28;28.07.2010;1
2011;972;2011-01-11;11.01.2011;1
2011;1007;2011-07-23;23.07.2011;1
2006;873;2006-11-07;07.11.2006;1
2007;542;2007-08-17;17.08.2007;1
2011;233;2011-01-14;14.01.2011;1
2007;791;2007-08-10;10.08.2007;1
2008;934;2008-11-14;14.11.2008;1
2012;994;2012-01-29;29.01.2012;1
2011;561;2011-07-19;19.07.2011;1
2009;612;2009-08-02;02.08.2009;1
2012;1632;2012-09-19;19.09.2012;1
2012;1522;2012-10-14;14.10.2012;1
2012;268;2012-05-24;24.05.2012;1
2013;910;2013-04-07;07.04.2013;1
2013;1505;2013-06-29;29.06.2013;1
2010;1480;2010-04-14;14.04.2010;1
2011;1197;2011-03-25;25.03.2011;1
2010;891;2010-08-15;15.08.2010;1
2010;380;2010-09-06;06.09.2010;1
2007;1110;2007-10-24;24.10.2007;1
2006;706;2006-12-13;13.12.2006;1
2007;1351;2007-01-06;06.01.2007;1
2009;1356;2009-07-21;21.07.2009;1
2012;995;2012-09-02;02.09.2012;1
2010;1194;2010-01-02;02.01.2010;1
2013;1150;2013-03-09;09.03.2013;1
2011;45;2011-07-20;20.07.2011;1
2011;1412;2011-02-26;26.02.2011;1
2008;1064;2008-09-01;01.09.2008;1
2011;1614;2011-02-01;01.02.2011;1
2010;603;2010-04-27;27.04.2010;1
2012;791;2012-05-21;21.05.2012;1
2010;1333;2010-12-18;18.12.2010;1
2013;1555;2013-04-13;13.04.2013;1
2007;1068;2007-11-23;23.11.2007;1
2011;946;2011-11-30;30.11.2011;1
2012;1604;2012-05-11;11.05.2012;1
2010;1432;2010-03-07;07.03.2010;1
2012;1055;2012-10-10;10.10.2012;1
2010;866;2010-07-14;14.07.2010;1
2009;1628;2009-12-30;30.12.2009;1
2010;958;2010-05-06;06.05.2010;1
2011;334;2011-10-23;23.10.2011;1
2009;585;2009-12-22;22.12.2009;1
2010;1094;2010-01-29;29.01.2010;1
2013;984;2013-07-18;18.07.2013;1
2010;1289;2010-07-22;22.07.2010;1
2007;1615;2007-07-01;01.07.2007;1
2006;676;2006-05-18;18.05.2006;1
2006;870;2006-03-16;16.03.2006;1
2012;1348;2012-08-30;30.08.2012;1
2010;544;2010-05-25;25.05.2010;1
2012;654;2012-07-14;14.07.2012;1
2006;846;2006-04-16;16.04.2006;1
2009;1287;2009-05-22;22.05.2009;1
2010;728;2010-03-20;20.03.2010;1
2006;436;2006-11-17;17.11.2006;1
2009;270;2009-10-09;09.10.2009;1
2010;634;2010-06-07;07.06.2010;1
2011;346;2011-02-22;22.02.2011;1
2012;65;2012-12-27;27.12.2012;1
2007;85;2007-11-12;12.11.2007;1
2013;1554;2013-02-28;28.02.2013;1
2008;1547;2008-12-19;19.12.2008;1
2012;1337;2012-05-05;05.05.2012;1
2007;1188;2007-04-03;03.04.2007;1
2010;237;2010-12-31;31.12.2010;1
2010;1073;2010-11-03;03.11.2010;1
2011;986;2011-08-08;08.08.2011;1
2008;1585;2008-04-24;24.04.2008;1
2009;310;2009-12-30;30.12.2009;1
2010;1674;2010-01-14;14.01.2010;1
2006;1468;2006-11-17;17.11.2006;1
2006;162;2006-10-11;11.10.2006;1
2013;665;2013-12-12;12.12.2013;1
2008;1129;2008-12-14;14.12.2008;1
2009;775;2009-01-01;01.01.2009;1
2011;899;2011-10-09;09.10.2011;1
2009;563;2009-10-04;04.10.2009;1
2007;799;2007-11-20;20.11.2007;1
2008;895;2008-12-04;04.12.2008;1
2010;1279;2010-01-09;09.01.2010;1
2011;1371;2011-07-14;14.07.2011;1
2006;1062;2006-01-22;22.01.2006;1
2007;1672;2007-12-30;30.12.2007;1
2010;1266;2010-02-19;19.02.2010;1
2010;1145;2010-12-04;04.12.2010;1
2013;324;2013-09-14;14.09.2013;1
2013;574;2013-01-03;03.01.2013;1
2013;1203;2013-11-04;04.11.2013;1
2006;1470;2006-02-18;18.02.2006;1
2011;1083;2011-06-29;29.06.2011;1
2009;1316;2009-07-22;22.07.2009;1
2013;910;2013-06-23;23.06.2013;1
2013;1102;2013-06-03;03.06.2013;1
2009;66;2009-04-10;10.04.2009;1
2007;1132;2007-03-26;26.03.2007;1
2009;1369;2009-07-24;24.07.2009;1
2013;1465;2013-05-19;19.05.2013;1
2007;628;2007-05-05;05.05.2007;1
2009;721;2009-09-25;25.09.2009;1
2012;125;2012-02-27;27.02.2012;1
2009;353;2009-02-13;13.02.2009;1
2012;1095;2012-03-17;17.03.2012;1
2013;411;2013-10-27;27.10.2013;1
2009;304;2009-09-22;22.09.2009;1
2013;1664;2013-12-20;20.12.2013;1
2011;629;2011-08-31;31.08.2011;1
2007;967;2007-11-17;17.11.2007;1
2007;238;2007-05-01;01.05.2007;1
2013;344;2013-09-23;23.09.2013;1
2011;102;2011-04-17;17.04.2011;1
2009;75;2009-12-25;25.12.2009;1
2010;571;2010-03-18;18.03.2010;1
2013;1077;2013-09-26;26.09.2013;1
2009;1334;2009-12-22;22.12.2009;1
2011;1014;2011-10-21;21.10.2011;1
2010;282;2010-09-01;01.09.2010;1
2006;1655;2006-07-07;07.07.2006;1
2013;1016;2013-04-15;15.04.2013;1
2006;1148;2006-01-03;03.01.2006;1
2008;661;2008-06-06;06.06.2008;1
2012;1232;2012-04-27;27.04.2012;1
2010;43;2010-11-24;24.11.2010;1
2010;333;2010-02-03;03.02.2010;1
2013;1619;2013-09-25;25.09.2013;1
2007;57;2007-09-29;29.09.2007;1
2007;659;2007-10-20;20.10.2007;1
2008;488;2008-12-18;18.12.2008;1
2008;1488;2008-05-05;05.05.2008;1
2006;208;2006-06-18;18.06.2006;1
2008;840;2008-08-31;31.08.2008;1
2010;541;2010-05-19;19.05.2010;1
2006;584;2006-04-13;13.04.2006;1
2013;1422;2013-02-13;13.02.2013;1
2013;1313;2013-06-03;03.06.2013;1
2010;1580;2010-03-13;13.03.2010;1
2009;988;2009-01-24;24.01.2009;1
2007;185;2007-02-26;26.02.2007;1
2006;875;2006-05-07;07.05.2006;1
2010;600;2010-05-02;02.05.2010;1
2013;1648;2013-12-12;12.12.2013;1
2008;180;2008-12-30;30.12.2008;1
2011;624;2011-11-19;19.11.2011;1
2008;987;2008-11-18;18.11.2008;1
2010;592;2010-02-11;11.02.2010;1
2006;457;2006-01-26;26.01.2006;1
2011;970;2011-01-17;17.01.2011;1
2007;703;2007-11-07;07.11.2007;1
2007;1569;2007-01-29;29.01.2007;1
2009;754;2009-08-01;01.08.2009;1
2009;1129;2009-02-10;10.02.2009;1
2013;1023;2013-03-02;02.03.2013;1
2011;158;2011-03-10;10.03.2011;1
2007;632;2007-11-29;29.11.2007;1
2007;993;2007-07-30;30.07.2007;1
2007;878;2007-04-29;29.04.2007;1
2012;197;2012-12-19;19.12.2012;1
2010;1167;2010-09-18;18.09.2010;1
2006;932;2006-05-26;26.05.2006;1
2009;619;2009-01-24;24.01.2009;1
2008;783;2008-02-07;07.02.2008;1
2008;856;2008-07-01;01.07.2008;1
2010;674;2010-11-10;10.11.2010;1
2010;679;2010-04-09;09.04.2010;1
2010;991;2010-09-01;01.09.2010;1
2012;351;2012-02-16;16.02.2012;1
2012;61;2012-08-21;21.08.2012;1
2006;866;2006-11-03;03.11.2006;1
2009;476;2009-09-19;19.09.2009;1
2006;1017;2006-08-25;25.08.2006;1
2006;829;2006-09-19;19.09.2006;1
2009;861;2009-03-08;08.03.2009;1
2010;374;2010-01-04;04.01.2010;1
2012;1634;2012-07-22;22.07.2012;1
2009;1634;2009-03-05;05.03.2009;1
2009;1279;2009-02-16;16.02.2009;1
2009;86;2009-05-21;21.05.2009;1
2013;281;2013-02-05;05.02.2013;1
2011;750;2011-05-14;14.05.2011;1
2006;1373;2006-04-02;02.04.2006;1
2008;1504;2008-06-08;08.06.2008;1
2006;1055;2006-08-16;16.08.2006;1
2008;637;2008-06-26;26.06.2008;1
2012;787;2012-10-05;05.10.2012;1
2013;1308;2013-02-18;18.02.2013;1
2006;490;2006-09-06;06.09.2006;1
2010;1139;2010-07-24;24.07.2010;1
2006;1502;2006-08-01;01.08.2006;1
2013;1278;2013-06-11;11.06.2013;1
2013;1281;2013-02-01;01.02.2013;1
2006;872;2006-12-13;13.12.2006;1
2006;1115;2006-05-08;08.05.2006;1
2010;805;2010-06-04;04.06.2010;1
2011;1287;2011-06-01;01.06.2011;1
2013;463;2013-08-14;14.08.2013;1
2006;937;2006-04-08;08.04.2006;1
2010;791;2010-03-19;19.03.2010;1
2009;885;2009-01-05;05.01.2009;1
2006;1521;2006-05-07;07.05.2006;1
2008;698;2008-02-14;14.02.2008;1
2013;641;2013-06-13;13.06.2013;1
2008;1247;2008-09-23;23.09.2008;1
2012;1458;2012-04-04;04.04.2012;1
2012;1451;2012-11-03;03.11.2012;1
2012;389;2012-09-05;05.09.2012;1
2006;582;2006-03-13;13.03.2006;1
2011;111;2011-08-16;16.08.2011;1
2010;1391;2010-06-12;12.06.2010;1
2012;103;2012-12-08;08.12.2012;1
2007;649;2007-08-13;13.08.2007;1
2008;239;2008-11-04;04.11.2008;1
2012;86;2012-02-04;04.02.2012;1
2007;1260;2007-03-29;29.03.2007;1
2013;894;2013-05-30;30.05.2013;1
2012;494;2012-07-03;03.07.2012;1
2013;555;2013-05-26;26.05.2013;1
2009;753;2009-08-07;07.08.2009;1
2011;428;2011-12-24;24.12.2011;1
2009;640;2009-11-08;08.11.2009;1
2008;465;2008-08-29;29.08.2008;1
2012;1640;2012-09-03;03.09.2012;1
2011;154;2011-04-14;14.04.2011;1
2012;150;2012-11-14;14.11.2012;1
2013;505;2013-05-05;05.05.2013;1
2009;22;2009-10-31;31.10.2009;1
2009;447;2009-06-10;10.06.2009;1
2011;823;2011-06-05;05.06.2011;1
2010;597;2010-12-22;22.12.2010;1
2006;547;2006-11-14;14.11.2006;1
2011;786;2011-09-16;16.09.2011;1
2008;1422;2008-06-02;02.06.2008;1
2006;294;2006-09-01;01.09.2006;1
2006;543;2006-10-06;06.10.2006;1
2007;1102;2007-02-25;25.02.2007;1
2010;598;2010-05-03;03.05.2010;1
2012;236;2012-03-27;27.03.2012;1
2013;1049;2013-12-24;24.12.2013;1
2007;1495;2007-09-06;06.09.2007;1
2013;415;2013-06-09;09.06.2013;1
2011;272;2011-05-18;18.05.2011;1
2012;1011;2012-12-05;05.12.2012;1
2008;1056;2008-05-09;09.05.2008;1
2007;350;2007-11-27;27.11.2007;1
2012;825;2012-01-12;12.01.2012;1
2006;1354;2006-05-07;07.05.2006;1
2007;439;2007-04-22;22.04.2007;1
2009;1643;2009-05-30;30.05.2009;1
2007;1076;2007-08-03;03.08.2007;1
2012;1118;2012-06-20;20.06.2012;1
2010;1184;2010-09-10;10.09.2010;1
2013;938;2013-06-26;26.06.2013;1
2013;689;2013-12-03;03.12.2013;1
2006;1569;2006-07-14;14.07.2006;1
2007;481;2007-04-05;05.04.2007;1
2010;306;2010-06-26;26.06.2010;1
2008;1306;2008-02-17;17.02.2008;1
2008;1539;2008-08-01;01.08.2008;1
2011;577;2011-08-31;31.08.2011;1
2006;1358;2006-03-04;04.03.2006;1
2013;864;2013-02-12;12.02.2013;1
2007;936;2007-03-02;02.03.2007;1
2012;555;2012-01-24;24.01.2012;1
2007;749;2007-03-29;29.03.2007;1
2009;974;2009-06-12;12.06.2009;1
2006;1311;2006-04-13;13.04.2006;1
2010;194;2010-05-19;19.05.2010;1
2011;14;2011-10-09;09.10.2011;1
2006;108;2006-11-11;11.11.2006;1
2013;1241;2013-04-04;04.04.2013;1
2013;1001;2013-02-04;04.02.2013;1
2006;277;2006-08-02;02.08.2006;1
2008;1657;2008-10-18;18.10.2008;1
2010;1124;2010-07-12;12.07.2010;1
2012;142;2012-07-23;23.07.2012;1
2013;933;2013-03-31;31.03.2013;1
2010;1606;2010-12-25;25.12.2010;1
2012;741;2012-10-16;16.10.2012;1
2013;1425;2013-10-12;12.10.2013;1
2010;873;2010-06-17;17.06.2010;1
2007;734;2007-12-12;12.12.2007;1
2006;441;2006-05-19;19.05.2006;1
2013;199;2013-04-18;18.04.2013;1
2010;1012;2010-12-24;24.12.2010;1
2012;752;2012-02-15;15.02.2012;1
2009;479;2009-10-07;07.10.2009;1
2009;378;2009-01-05;05.01.2009;1
2012;92;2012-07-21;21.07.2012;1
2007;343;2007-07-21;21.07.2007;1
2006;1493;2006-07-04;04.07.2006;1
2008;684;2008-05-21;21.05.2008;1
2006;940;2006-12-11;11.12.2006;1
2011;452;2011-10-28;28.10.2011;1
2008;1159;2008-07-24;24.07.2008;1
2010;1358;2010-07-24;24.07.2010;1
2007;307;2007-03-20;20.03.2007;1
2008;634;2008-08-29;29.08.2008;1
2013;1180;2013-03-24;24.03.2013;1
2012;1559;2012-06-17;17.06.2012;1
2009;1476;2009-06-24;24.06.2009;1
2013;612;2013-04-12;12.04.2013;1
2010;39;2010-09-23;23.09.2010;1
2013;2;2013-07-06;06.07.2013;1
2007;1480;2007-04-13;13.04.2007;1
2011;1153;2011-01-27;27.01.2011;1
2012;363;2012-05-08;08.05.2012;1
2010;23;2010-10-18;18.10.2010;1
2013;131;2013-01-13;13.01.2013;1
2008;103;2008-04-14;14.04.2008;1
2010;1287;2010-09-08;08.09.2010;1
2006;993;2006-02-24;24.02.2006;1
2010;1049;2010-09-14;14.09.2010;1
2010;1560;2010-07-26;26.07.2010;1
2007;1009;2007-03-18;18.03.2007;1
2011;502;2011-04-24;24.04.2011;1
2006;1524;2006-05-15;15.05.2006;1
2010;484;2010-12-09;09.12.2010;1
2008;872;2008-08-26;26.08.2008;1
2012;69;2012-11-15;15.11.2012;1
2006;288;2006-12-13;13.12.2006;1
2012;76;2012-09-09;09.09.2012;1
2006;1668;2006-10-13;13.10.2006;1
2006;830;2006-05-21;21.05.2006;1
2006;1673;2006-02-18;18.02.2006;1
2010;1401;2010-03-30;30.03.2010;1
2010;634;2010-05-12;12.05.2010;1
2007;1533;2007-12-17;17.12.2007;1
2011;1500;2011-03-30;30.03.2011;1
2007;997;2007-08-05;05.08.2007;1
2011;1174;2011-12-16;16.12.2011;1
